iter	RMSE
172	0.1044636189
173	0.1044570615
174	0.1044475586
175	0.1044431864
176	0.1044373808
177	0.1044308643
178	0.1044244446
179	0.1044191663
180	0.1044105773
181	0.1043968175
182	0.1043901466
183	0.1043842104
184	0.1043797383
185	0.1043681197
186	0.1043564573
187	0.1043474072
188	0.1043384293
189	0.1043302834
190	0.1043204468
191	0.1043104572
192	0.1043048631
193	0.1042966843
194	0.1042891312
195	0.1042811031
196	0.10427142
197	0.1042648201
198	0.1042592418
199	0.1042512054
200	0.1042429006
201	0.1042361468
202	0.1042297881
203	0.1042223336
204	0.1042161018
205	0.104212012
206	0.1042061083
207	0.1041999608
208	0.1041916824
209	0.1041884135
210	0.1041839817
211	0.1041783747
212	0.104174113
213	0.104169023
214	0.1041628002
215	0.1041566319
216	0.104146791
217	0.104141249
218	0.1041365351
219	0.1041314555
220	0.1041256812
221	0.1041188345
222	0.1041149175
223	0.1041093129
224	0.1041059988
225	0.1040988705
226	0.1040947335
227	0.1040890303
228	0.1040833451
229	0.104077172
230	0.1040728452
231	0.1040674151
232	0.1040628257
233	0.1040590408
234	0.1040555604
235	0.1040525432
236	0.1040499953
237	0.1040478557
238	0.1040460453
239	0.104044503
240	0.1040417964
241	0.1040405894
242	0.1040384069
243	0.1040365415
244	0.1040347064
245	0.1040319508
246	0.104030512
247	0.1040274696
248	0.1040267319
249	0.1040243053
250	0.1040236956
251	0.1040214762
252	0.1040202141
253	0.1040197263
254	0.1040193116
255	0.1040189641
256	0.1040186531
257	0.1040183848
258	0.1040155922
259	0.1040146409
260	0.1040091041
261	0.1040074088
262	0.1040071771
263	0.104006982
264	0.1040068234
265	0.104001213
266	0.1039998225
267	0.1039990236
268	0.1039983589
269	0.1039978039
270	0.1039966513
271	0.1039897839
272	0.1039839834
273	0.1039754255
274	0.1039671109
275	0.1039601501
276	0.1039559221
277	0.1039520112
278	0.1039424927
279	0.1039393013
280	0.1039352739
281	0.1039323813
282	0.1039290615
283	0.103926712
284	0.1039213169
285	0.1039189367
286	0.1039165991
287	0.1039147375
288	0.1039128027
289	0.1039111608
290	0.103909763
291	0.1039082066
292	0.1039011014
293	0.1038999415
294	0.1038989709
295	0.1038978721
296	0.1038970724
297	0.103896346
298	0.1038884036
299	0.1038810101
300	0.1038774627
301	0.1038723399
302	0.1038715461
303	0.1038667405
304	0.1038637972
305	0.1038595103
306	0.1038555164
307	0.1038529759
308	0.1038499833
309	0.1038474548
310	0.1038443583
311	0.1038410906
312	0.1038385436
313	0.1038364486
314	0.1038328997
315	0.103830774
316	0.1038281717
317	0.1038260031
318	0.1038223012
319	0.103819155
320	0.1038145792
321	0.1038102597
322	0.1038048097
323	0.1038013209
324	0.1037981069
325	0.1037953205
326	0.1037929312
327	0.1037889959
328	0.1037855554
329	0.1037827259
330	0.103779389
331	0.1037719633
332	0.103764317
333	0.103761108
334	0.1037583939
335	0.1037570797
336	0.103754445
337	0.1037533814
338	0.1037512418
339	0.1037498113
340	0.1037485887
341	0.1037475372
342	0.1037466568
343	0.1037459171
344	0.1037382444
345	0.1037376392
346	0.1037370767
347	0.1037329435
348	0.1037324727
349	0.1037320998
350	0.1037317513
351	0.10373147
352	0.1037235027
353	0.1037232704
354	0.1037230625
355	0.1037228974
356	0.1037227384
357	0.10372261
358	0.1037224938
359	0.1037224082
360	0.1037223287
361	0.1037222675
362	0.1037221881
363	0.1037221391
364	0.1037221024
365	0.1037220535
366	0.1037220107
367	0.1037219985
368	0.1037219679
369	0.1037219251
370	0.1037219312
371	0.1037218945
372	0.1037218945
373	0.1037218884
374	0.1037218701
375	0.1037218762
376	0.103721864
377	0.1037218273
378	0.1037218395
379	0.1037218273
380	0.1037218334
381	0.1037218334
382	0.103721815
383	0.1037218212
384	0.1037218089
385	0.1037218089
386	0.1037217967
387	0.1037218089
388	0.103721815
389	0.1037218028
390	0.1037218028
391	0.1037218028
392	0.1037217906
393	0.1037218089
394	0.1037218089
395	0.103721815
396	0.1037218028
397	0.1037218089
398	0.1037218028
399	0.1037217967
400	0.1037218028
401	0.1037218028
402	0.1037218028
403	0.1037218028
404	0.1037217967
405	0.1037217967
406	0.1037217967
407	0.1037217967
408	0.1037217967
409	0.1037218028
410	0.1037217967
411	0.1037217967
412	0.1037217906
413	0.1037217845
414	0.1037217906
415	0.1037217845
416	0.1037217722
417	0.1037217906
418	0.1037217906
419	0.1037217845
420	0.1037217784
421	0.1037217784
422	0.1037217784
423	0.1037217722
424	0.1037217722
425	0.1037217722
426	0.1037217722
427	0.1037217722
428	0.1037217845
429	0.1037217784
430	0.1037217784
431	0.1037217784
432	0.1037217845
433	0.1037217845
434	0.1037217845
435	0.1037217784
436	0.1037217784
437	0.1037217784
438	0.1037217784
439	0.1037217784
440	0.1037217784
441	0.1037217784
442	0.1037217784
443	0.1037217784
444	0.1037217784
445	0.1037217784
446	0.1037217784
447	0.1037217784
448	0.1037217784
449	0.1037217784
450	0.1037217845
451	0.1037217845
452	0.1037217845
453	0.1037217845
454	0.1037217845
455	0.1037217845
456	0.1037217845
457	0.1037217845
458	0.1037217845
459	0.1037217845
460	0.1037217845
461	0.1037217845
462	0.1037217845
463	0.1037217845
464	0.1037217845
465	0.1037217845
466	0.1037217845
467	0.1037217845
468	0.1037217845
469	0.1037217906
470	0.1037217845
471	0.1037217845
472	0.1037217845
473	0.1037217845
474	0.1037217845
475	0.1037217906
476	0.1037217906
477	0.1037217845
478	0.1037217845
479	0.1037217845
480	0.1037217845
481	0.1037217845
482	0.1037217845
483	0.1037217845
484	0.1037217845
485	0.1037217906
486	0.1037217906
487	0.1037217845
488	0.1037217845
489	0.1037217845
490	0.1037217845
491	0.1037217845
492	0.1037217845
493	0.1037217845
494	0.1037217845
495	0.1037217845
496	0.1037217845
497	0.1037217906
498	0.1037217845
499	0.1037217906
500	0.1037217906
501	0.1037217906
502	0.1037217967
503	0.1037217967
504	0.1037217967
505	0.1037217967
506	0.1037217967
507	0.1037217967
508	0.1037217967
509	0.1037217967
510	0.1037217967
511	0.1037217967
512	0.1037217967
513	0.1037217967
514	0.1037217967
515	0.1037217967
516	0.1037217967
517	0.1037217967
518	0.1037217967
519	0.1037217967
520	0.1037217967
521	0.1037217967
522	0.1037217967
523	0.1037217967
524	0.1037217967
525	0.1037217967
526	0.1037217967
527	0.1037217967
528	0.1037217967
529	0.1037217967
530	0.1037218028
531	0.1037217967
532	0.1037217967
533	0.1037217967
534	0.1037217967
535	0.1037217967
536	0.1037217967
537	0.1037217967
538	0.1037217967
539	0.1037218028
540	0.1037217967
541	0.1037217967
542	0.1037218028
543	0.1037218028
544	0.1037217967
545	0.1037218028
546	0.1037217967
547	0.1037217967
548	0.1037217967
549	0.1037218028
550	0.1037217967
551	0.1037217967
552	0.1037217967
553	0.1037217967
554	0.1037217967
555	0.1037217967
556	0.1037217967
557	0.1037217967
558	0.1037217967
559	0.1037217967
560	0.1037217967
561	0.1037217967
562	0.1037217967
563	0.1037217967
564	0.1037217967
565	0.1037218028
566	0.1037218028
567	0.1037218028
568	0.1037218028
569	0.1037218028
570	0.1037217967
571	0.1037217967
572	0.1037217967
573	0.1037217967
574	0.1037217967
575	0.1037217967
576	0.1037217967
577	0.1037217967
578	0.1037217967
579	0.1037217967
580	0.1037217967
581	0.1037217967
582	0.1037217967
583	0.1037217967
584	0.1037217967
585	0.1037217967
586	0.1037217967
587	0.1037217967
588	0.1037217967
589	0.1037217967
590	0.1037217967
591	0.1037217967
592	0.1037217967
593	0.1037217967
594	0.1037217967
595	0.1037217967
596	0.1037217967
597	0.1037217967
598	0.1037217967
599	0.1037217967
600	0.1037217967
601	0.1037217967
602	0.1037217967
603	0.1037217967
604	0.1037217967
605	0.1037217967
606	0.1037217967
607	0.1037217967
608	0.1037217967
609	0.1037217967
610	0.1037217967
611	0.1037217967
612	0.1037217967
613	0.1037217967
614	0.1037217967
615	0.1037217967
616	0.1037217967
617	0.1037217967
618	0.1037217967
619	0.1037217967
620	0.1037217967
621	0.1037217967
622	0.1037217967
623	0.1037217967
624	0.1037217967
625	0.1037217967
626	0.1037217967
627	0.1037217967
628	0.1037217967
629	0.1037217967
630	0.1037217967
631	0.1037217967
632	0.1037217967
633	0.1037217967
634	0.1037217967
635	0.1037217967
636	0.1037217967
637	0.1037217967
638	0.1037217967
639	0.1037217967
640	0.1037217967
641	0.1037217967
642	0.1037217967
643	0.1037217967
644	0.1037217967
645	0.1037217967
646	0.1037217967
647	0.1037217967
648	0.1037217967
649	0.1037217967
650	0.1037217967
651	0.1037217967
652	0.1037217967
653	0.1037217967
654	0.1037217967
655	0.1037217967
656	0.1037217967
657	0.1037217967
658	0.1037217967
659	0.1037217967
660	0.1037217967
661	0.1037217967
662	0.1037217967
663	0.1037217967
664	0.1037217967
665	0.1037217967
666	0.1037217967
667	0.1037217967
668	0.1037217967
669	0.1037217967
670	0.1037217967
671	0.1037217967
672	0.1037217967
673	0.1037217967
674	0.1037217967
675	0.1037217967
676	0.1037217967
677	0.1037217967
678	0.1037217967
679	0.1037217967
680	0.1037217967
681	0.1037217967
682	0.1037217967
683	0.1037217967
684	0.1037217967
685	0.1037217967
686	0.1037217967
687	0.1037217967
688	0.1037217967
689	0.1037217967
690	0.1037217967
691	0.1037217967
692	0.1037217967
693	0.1037217967
694	0.1037217967
695	0.1037217967
696	0.1037217967
697	0.1037217967
698	0.1037217967
699	0.1037217967
700	0.1037217967
701	0.1037217967
702	0.1037217967
703	0.1037217967
704	0.1037217967
705	0.1037217967
706	0.1037217967
707	0.1037217967
708	0.1037217967
709	0.1037217967
710	0.1037217967
711	0.1037217967
712	0.1037217967
713	0.1037217967
714	0.1037217967
715	0.1037217967
716	0.1037217967
717	0.1037217967
718	0.1037217967
719	0.1037217967
720	0.1037217967
721	0.1037217967
722	0.1037217967
723	0.1037217967
724	0.1037217967
725	0.1037217967
726	0.1037217967
727	0.1037217967
728	0.1037217967
729	0.1037217967
730	0.1037217967
731	0.1037217967
732	0.1037217967
733	0.1037217967
734	0.1037217967
735	0.1037217967
736	0.1037217967
737	0.1037217967
738	0.1037217967
739	0.1037217967
740	0.1037217967
741	0.1037217967
742	0.1037217967
743	0.1037217967
744	0.1037217967
745	0.1037217967
746	0.1037217967
747	0.1037217967
748	0.1037217967
749	0.1037217967
750	0.1037217967
751	0.1037217967
752	0.1037217967
753	0.1037217967
754	0.1037217967
755	0.1037217967
756	0.1037217967
757	0.1037217967
758	0.1037217967
759	0.1037217967
760	0.1037217967
761	0.1037217967
762	0.1037217967
763	0.1037217967
764	0.1037217967
765	0.1037217967
766	0.1037217967
767	0.1037217967
768	0.1037217967
769	0.1037217967
770	0.1037217967
771	0.1037217967
772	0.1037217967
773	0.1037217967
774	0.1037217967
775	0.1037217967
776	0.1037217967
777	0.1037217967
778	0.1037217967
779	0.1037217967
780	0.1037217967
781	0.1037217967
782	0.1037217967
783	0.1037217967
784	0.1037217967
785	0.1037217967
786	0.1037217967
787	0.1037217967
788	0.1037217967
789	0.1037217967
790	0.1037217967
791	0.1037217967
792	0.1037217967
793	0.1037217967
794	0.1037217967
795	0.1037217967
796	0.1037217967
797	0.1037217967
798	0.1037217967
799	0.1037217967
800	0.1037217967
801	0.1037217967
802	0.1037217967
803	0.1037217967
804	0.1037217967
805	0.1037217967
806	0.1037217967
807	0.1037217967
808	0.1037217967
809	0.1037217967
810	0.1037217967
811	0.1037217967
812	0.1037217967
813	0.1037217967
814	0.1037217967
815	0.1037217967
816	0.1037217967
817	0.1037217967
818	0.1037217967
819	0.1037217967
820	0.1037217967
821	0.1037217967
822	0.1037217967
823	0.1037217967
824	0.1037217967
825	0.1037217967
826	0.1037217967
827	0.1037217967
828	0.1037217967
829	0.1037217967
830	0.1037217967
831	0.1037217967
832	0.1037217967
833	0.1037217967
834	0.1037217967
835	0.1037217967
836	0.1037217967
837	0.1037217967
838	0.1037217967
839	0.1037217967
840	0.1037217967
841	0.1037217967
842	0.1037217967
843	0.1037217967
844	0.1037217967
845	0.1037217967
846	0.1037217967
847	0.1037217967
848	0.1037217967
849	0.1037217967
850	0.1037217967
851	0.1037217967
852	0.1037217967
853	0.1037217967
854	0.1037217967
855	0.1037217967
856	0.1037217967
857	0.1037217967
858	0.1037217967
859	0.1037217967
860	0.1037217967
861	0.1037217967
862	0.1037217967
863	0.1037217967
864	0.1037217967
865	0.1037217967
866	0.1037217967
867	0.1037217967
868	0.1037217967
869	0.1037217967
870	0.1037217967
871	0.1037217967
872	0.1037217967
873	0.1037217967
874	0.1037217967
875	0.1037217967
876	0.1037217967
877	0.1037217967
878	0.1037217967
879	0.1037217967
880	0.1037217967
881	0.1037217967
882	0.1037217967
883	0.1037217967
884	0.1037217967
885	0.1037217967
886	0.1037217967
887	0.1037217967
888	0.1037217967
889	0.1037217967
890	0.1037217967
891	0.1037217967
892	0.1037217967
893	0.1037217967
894	0.1037217967
895	0.1037217967
896	0.1037217967
897	0.1037217967
898	0.1037217967
899	0.1037217967
900	0.1037217967
901	0.1037217967
902	0.1037217967
903	0.1037217967
904	0.1037217967
905	0.1037217967
906	0.1037217967
907	0.1037217967
908	0.1037217967
909	0.1037217967
910	0.1037217967
911	0.1037217967
912	0.1037217967
913	0.1037217967
914	0.1037217967
915	0.1037217967
916	0.1037217967
917	0.1037217967
918	0.1037217967
919	0.1037217967
920	0.1037217967
921	0.1037217967
922	0.1037217967
923	0.1037217967
924	0.1037217967
925	0.1037217967
926	0.1037217967
927	0.1037217967
928	0.1037217967
929	0.1037217967
930	0.1037217967
931	0.1037217967
932	0.1037217967
933	0.1037217967
934	0.1037217967
935	0.1037217967
936	0.1037217967
937	0.1037217967
938	0.1037217967
939	0.1037217967
940	0.1037217967
941	0.1037217967
942	0.1037217967
943	0.1037217967
944	0.1037217967
945	0.1037217967
946	0.1037217967
947	0.1037217967
948	0.1037217967
949	0.1037217967
950	0.1037217967
951	0.1037217967
952	0.1037217967
953	0.1037217967
954	0.1037217967
955	0.1037217967
956	0.1037217967
957	0.1037217967
958	0.1037217967
959	0.1037217967
960	0.1037217967
961	0.1037217967
962	0.1037217967
963	0.1037217967
964	0.1037217967
965	0.1037217967
966	0.1037217967
967	0.1037217967
968	0.1037217967
969	0.1037217967
970	0.1037217967
971	0.1037217967
972	0.1037217967
973	0.1037217967
974	0.1037217967
975	0.1037217967
976	0.1037217967
977	0.1037217967
978	0.1037217967
979	0.1037217967
980	0.1037217967
981	0.1037217967
982	0.1037217967
983	0.1037217967
984	0.1037217967
985	0.1037217967
986	0.1037217967
987	0.1037217967
988	0.1037217967
989	0.1037217967
990	0.1037217967
991	0.1037217967
992	0.1037217967
993	0.1037217967
994	0.1037217967
995	0.1037217967
996	0.1037217967
997	0.1037217967
998	0.1037217967
999	0.1037217967
